Market Category,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Performance,Ford,Fusion,2015,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,5657,30780
"Luxury,Performance",Ford,Fusion,2015,regular unleaded,175,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,22,5657,22500
Performance,Ford,Fusion,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,5657,31270
"Luxury,Performance",Ford,Fusion,2016,regular unleaded,175,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,22,5657,22750
"Luxury,Performance",Ford,Fusion,2016,regular unleaded,175,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,22,5657,24320
Performance,Ford,Fusion,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,22,5657,33270
Performance,Ford,Fusion,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,22,5657,28115
Performance,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,5657,30610
Performance,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29,20,5657,27405
Performance,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29,20,5657,32610
"Luxury,Performance",Ford,Fusion,2017,regular unleaded,175,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,21,5657,22610
"Luxury,Performance",Ford,Fusion,2017,regular unleaded,175,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,21,5657,23610
Performance,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,5657,36620
Performance,Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29,20,5657,38620
"Crossover,Luxury",Infiniti,FX35,2008,premium unleaded (required),275,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,20,15,190,39550
"Crossover,Luxury",Infiniti,FX35,2008,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,22,15,190,38050
"Crossover,Luxury",Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,23,16,190,42150
"Crossover,Luxury",Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,16,190,43600
"Crossover,Luxury",Infiniti,FX35,2010,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,23,16,190,42850
"Crossover,Luxury",Infiniti,FX35,2010,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,16,190,44300
"Crossover,Luxury",Infiniti,FX45,2006,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,17,13,190,49750
"Crossover,Luxury",Infiniti,FX45,2007,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,17,13,190,49850
"Crossover,Luxury",Infiniti,FX45,2008,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,17,13,190,50100
"Crossover,Luxury,High-Performance",Infiniti,FX50,2009,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,20,14,190,58400
"Crossover,Luxury,High-Performance",Infiniti,FX50,2010,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,20,14,190,59000
"Crossover,Luxury",Infiniti,FX,2011,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,16,190,44050
"Crossover,Luxury",Infiniti,FX,2011,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,23,16,190,42600
"Crossover,Luxury,Performance",Infiniti,FX,2011,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,20,14,190,57600
"Crossover,Luxury",Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,23,16,190,43700
"Crossover,Luxury,High-Performance",Infiniti,FX,2012,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,20,14,190,59800
"Crossover,Luxury,Performance",Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,16,190,52000
"Crossover,Luxury",Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,16,190,45150
"Crossover,Luxury,Performance",Infiniti,FX,2013,premium unleaded (required),325,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,16,190,53400
"Crossover,Luxury",Infiniti,FX,2013,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,24,17,190,44950
"Crossover,Luxury,High-Performance",Infiniti,FX,2013,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,20,14,190,61500
"Crossover,Luxury",Infiniti,FX,2013,premium unleaded (required),325,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,16,190,46400
Luxury,Mercedes-Benz,G-Class,2015,premium unleaded (required),382,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,15,12,617,115400
"Factory Tuner,Luxury",Mercedes-Benz,G-Class,2015,premium unleaded (required),536,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,12,617,137100
Luxury,Mercedes-Benz,G-Class,2016,premium unleaded (required),416,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,13,617,119900
"Factory Tuner,Luxury",Mercedes-Benz,G-Class,2016,premium unleaded (required),563,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,12,617,139900
"Factory Tuner,Luxury,High-Performance",Mercedes-Benz,G-Class,2016,premium unleaded (required),621,12,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,13,11,617,217900
"Luxury,Performance",Infiniti,G Convertible,2011,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,Midsize,Convertible,24,16,190,50200
"Luxury,Performance",Infiniti,G Convertible,2011,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,45750
"Luxury,Performance",Infiniti,G Convertible,2011,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,58000
"Luxury,Performance",Infiniti,G Convertible,2012,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,Midsize,Convertible,24,16,190,51300
"Luxury,Performance",Infiniti,G Convertible,2012,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,46650
"Factory Tuner,Luxury,Performance",Infiniti,G Convertible,2013,premium unleaded (required),343,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,61450
"Luxury,Performance",Infiniti,G Convertible,2013,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,47900
"Luxury,Performance",Infiniti,G Convertible,2013,premium unleaded (recommended),325,6,MANUAL,rear wheel drive,2,Midsize,Convertible,24,16,190,52750
"Luxury,Performance",Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,38600
"Luxury,High-Performance",Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,43350
"Factory Tuner,Luxury,High-Performance",Infiniti,G Coupe,2011,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,48900
"Luxury,Performance",Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,25,18,190,40250
"Factory Tuner,Luxury,High-Performance",Infiniti,G Coupe,2011,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,50800
Luxury,Infiniti,G Coupe,2011,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,37150
"Factory Tuner,Luxury,High-Performance",Infiniti,G Coupe,2012,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,51700
Luxury,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,37800
"Factory Tuner,Luxury,High-Performance",Infiniti,G Coupe,2012,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,49800
"Luxury,Performance",Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,25,18,190,40900
"Luxury,Performance",Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,39250
"Luxury,High-Performance",Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,44200
"Luxury,High-Performance",Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,45500
"Luxury,Performance",Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,25,18,190,42050
"Luxury,Performance",Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,40400
"Factory Tuner,Luxury,High-Performance",Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,53100
"Factory Tuner,Luxury,High-Performance",Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,51200
Luxury,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,41550
"Luxury,Performance",Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,44150
"Luxury,Performance",Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,39950
"Luxury,Performance",Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,35800
Luxury,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,37400
Luxury,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,190,32000
"Luxury,Performance",Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,Midsize,Sedan,25,17,190,40200
Luxury,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,27,19,190,35000
Luxury,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,190,33400
Luxury,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,44750
"Luxury,High-Performance",Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,Midsize,Sedan,25,17,190,41500
"Luxury,Performance",Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,36900
Luxury,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,190,33100
"Luxury,Performance",Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,38500
Luxury,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,41850
Luxury,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,46050
"Luxury,High-Performance",Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,45450
Luxury,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,27,19,190,36100
Luxury,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,40250
Luxury,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,190,34500
"Luxury,High-Performance",Infiniti,G Sedan,2013,premium unleaded (required),328,6,MANUAL,rear wheel drive,4,Midsize,Sedan,25,17,190,37150
Luxury,Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,34550
"Luxury,Performance",Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,32950
Luxury,Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Compact,Sedan,29,21,190,2251
Luxury,Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Compact,Sedan,29,21,190,2449
Luxury,Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,20,190,22195
Luxury,Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Compact,Sedan,29,21,190,21395
Luxury,Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,20,190,24895
Luxury,Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Compact,Sedan,29,21,190,24095
Luxury,Infiniti,G20,2002,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,23,20,190,22195
Luxury,Infiniti,G20,2002,regular unleaded,145,4,MANUAL,front wheel drive,4,Compact,Sedan,29,21,190,21395
Luxury,Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22,16,190,33250
"Luxury,High-Performance",Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,17,190,33800
"Luxury,Performance",Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,23,17,190,33200
"Luxury,Performance",Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,23,17,190,31450
"Luxury,High-Performance",Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,4,Midsize,Sedan,24,17,190,31200
"Luxury,Performance",Infiniti,G35,2007,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,23,16,190,33450
"Luxury,High-Performance",Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,17,190,33450
Luxury,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,23,17,190,33950
"Luxury,Performance",Infiniti,G35,2007,premium unleaded (required),293,6,MANUAL,rear wheel drive,2,Midsize,Coupe,23,17,190,34050
Luxury,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,17,190,31900
Luxury,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,17,190,31450
"Luxury,High-Performance",Infiniti,G35,2007,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,Midsize,Sedan,25,17,190,32250
Luxury,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,17,190,32250
"Luxury,Performance",Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,23,17,190,34750
"Luxury,Performance",Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,17,190,32700
"Luxury,High-Performance",Infiniti,G35,2008,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,Midsize,Sedan,25,17,190,33050
"Luxury,Performance",Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,Midsize,Convertible,24,16,190,46950
"Luxury,Performance",Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,54900
"Luxury,Performance",Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,44350
"Luxury,Performance",Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,37500
Luxury,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,36050
Luxury,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,25,18,190,39150
"Luxury,High-Performance",Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,19,190,50550
"Luxury,High-Performance",Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,40400
"Luxury,High-Performance",Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,43350
Luxury,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,33250
Luxury,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,36050
Luxury,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,43550
"Luxury,High-Performance",Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,Midsize,Sedan,25,17,190,37000
"Luxury,Performance",Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,27,19,190,34450
"Luxury,Performance",Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,24,18,190,35650
"Luxury,High-Performance",Infiniti,G37,2008,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,Midsize,Coupe,26,17,190,36200
"Luxury,Performance",Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,24,18,190,34900
"Luxury,Performance",Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,26,18,190,33700
Luxury,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,26,18,190,33250
"Luxury,High-Performance",Infiniti,G37,2009,premium unleaded (required),328,6,MANUAL,rear wheel drive,4,Midsize,Sedan,25,17,190,34250
"Luxury,Performance",Infiniti,G37,2009,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,190,43850
Luxury,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,18,190,35750
Luxury,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,25,18,190,38700
"Luxury,High-Performance",Infiniti,G37,2009,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,Midsize,Coupe,25,17,190,37000
Luxury,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,26,18,190,35900
"Luxury,Performance",Infiniti,G37,2009,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,Midsize,Convertible,24,16,190,43900
"Luxury,Performance",Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,26,18,190,36650
Hatchback,Pontiac,G3,2009,regular unleaded,106,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,34,27,210,14335
"Hatchback,Luxury",Pontiac,G5,2007,regular unleaded,148,4,MANUAL,front wheel drive,2,Compact,Coupe,31,22,210,14775
Luxury,Pontiac,G5,2007,regular unleaded,173,4,MANUAL,front wheel drive,2,Compact,Coupe,31,22,210,18425
"Hatchback,Diesel",Pontiac,G5,2008,regular unleaded,171,4,MANUAL,front wheel drive,2,Compact,Coupe,32,22,210,19850
"Hatchback,Diesel",Pontiac,G5,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,Compact,Coupe,33,24,210,15675
"Hatchback,Luxury",Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,Compact,Coupe,37,25,210,16980
"Hatchback,Diesel",Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,Compact,Coupe,35,25,210,20280
"Luxury,Performance",Pontiac,G6,2008,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,17,210,30210
Performance,Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,17,210,26755
Performance,Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,17,210,23100
Performance,Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,210,26960
"Hatchback,Factory Tuner,Luxury,Performance",Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,210,18765
"Hatchback,Factory Tuner,Luxury,Performance",Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,210,20290
Performance,Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,210,23100
Performance,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,210,28580
"Hatchback,Luxury,Performance",Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,210,19275
Performance,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,210,24180
Performance,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,17,210,28960
Flex Fuel,Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,210,24710
Performance,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,33,22,210,22220
"Luxury,Performance",Pontiac,G6,2009,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,17,210,32300
"Hatchback,Luxury,Performance",Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,210,20490
Flex Fuel,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,210,21165
Performance,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,210,29060
Performance,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,17,210,24080
Performance,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,17,210,28480
Flex Fuel,Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,17,210,24610
"Luxury,Performance",Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,17,210,31870
"Hatchback,Luxury,Performance",Pontiac,G6,2010,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,210,21275
"Luxury,Performance",Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,28,18,21,41400
"Luxury,High-Performance",Genesis,G80,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,15,21,54550
"Luxury,Performance",Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,Large,Sedan,25,16,21,43900
High-Performance,Pontiac,G8,2008,regular unleaded,361,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,15,210,29310
Performance,Pontiac,G8,2008,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,17,210,26910
High-Performance,Pontiac,G8,2009,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,15,210,31755
Performance,Pontiac,G8,2009,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,17,210,28250
"Factory Tuner,High-Performance",Pontiac,G8,2009,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,20,13,210,37610
"Hatchback,Luxury,Performance",Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,436,21599
"Hatchback,Luxury,Performance",Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,436,23999
"Hatchback,Performance",Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,436,21599
"Hatchback,Performance",Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,436,23999
Hybrid,Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,436,21899
Hybrid,Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,436,24299
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2012,premium unleaded (required),570,10,MANUAL,all wheel drive,2,Compact,Convertible,20,12,1158,248000
"Exotic,High-Performance",Lamborghini,Gallardo,2012,premium unleaded (required),560,10,MANUAL,all wheel drive,2,Compact,Convertible,20,12,1158,225400
"Exotic,High-Performance",Lamborghini,Gallardo,2012,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,Compact,Coupe,20,12,1158,187900
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2012,premium unleaded (required),570,10,MANUAL,all wheel drive,2,Compact,Coupe,20,12,1158,237600
"Exotic,High-Performance",Lamborghini,Gallardo,2012,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,20,13,1158,191900
"Exotic,High-Performance",Lamborghini,Gallardo,2012,premium unleaded (required),560,10,MANUAL,all wheel drive,2,Compact,Coupe,20,12,1158,202000
